num_visits,location,total_minutes_on_demo,user_age,demo_source,data_rows_input,operating_system,users_in_network,outreach_emails_sent,support_tickets_filed,converted
9,Chicago,195.4250492,44,email,8688,OSX,27,7,0,TRUE
8,Columbus,146.2965559,39,website,12815,OSX,25,6,1,FALSE
8,Kansas City,153.3542344,53,referral,11059,Windows,24,7,3,TRUE
8,Los Angeles,207.2260444,44,referral,10547,OSX,26,6,0,TRUE
10,Seattle,215.6885715,48,conference,5887,OSX,30,6,0,TRUE
5,Los Angeles,116.5602844,54,conference,11597,OSX,19,5,0,FALSE
10,Seattle,95.01631692,40,website,7808,Windows,25,7,0,FALSE
7,Freehold,143.559742,49,website,11652,OSX,27,8,3,FALSE
13,Chicago,87.4566619,31,referral,8196,OSX,40,4,4,FALSE
9,Memphis,105.0598473,42,conference,10105,Windows,24,6,0,FALSE
8,Las Vegas,64.37236832,51,referral,5283,Windows,9,6,5,FALSE
11,Chicago,89.47089475,42,email,13689,Windows,29,6,2,TRUE
9,Memphis,137.6370306,42,website,11959,Other,26,6,1,FALSE
10,Atlanta,112.6292742,41,email,11345,Windows,34,5,1,TRUE
9,Phoenix,160.6018381,39,website,13169,OSX,35,6,4,FALSE
6,Columbus,159.2842368,52,website,7134,Windows,14,5,1,FALSE
4,San Jose,160.4111734,46,email,7577,Other,20,6,1,FALSE
7,Los Angeles,171.7867326,51,email,8765,Windows,12,6,0,TRUE
9,Chicago,182.4338202,51,email,12726,OSX,14,6,2,TRUE
6,Atlanta,114.0191064,47,conference,10472,OSX,15,7,0,FALSE
9,San Diego,210.5096755,42,referral,11598,OSX,24,7,1,TRUE
5,Chicago,164.1893881,43,referral,11676,Windows,16,6,0,FALSE
7,Columbus,130.4678806,45,referral,9517,Windows,33,5,4,TRUE
7,Atlanta,108.3031051,46,website,3101,Windows,8,5,4,FALSE
6,Austin,104.6067883,51,conference,5793,Windows,12,7,3,FALSE
7,Atlanta,146.0650902,36,referral,9947,Windows,23,7,0,FALSE
7,Atlanta,199.1602988,46,email,7349,Windows,20,6,0,FALSE
7,Atlanta,152.8169697,43,website,6112,Windows,18,5,0,FALSE
6,Seattle,173.1541155,46,email,14051,Windows,14,7,0,FALSE
8,Seattle,183.9085922,41,website,9930,OSX,20,6,0,TRUE
6,Denver,193.0585582,47,referral,8028,Windows,18,5,0,FALSE
4,Phoenix,189.7323911,45,conference,14657,Windows,17,7,0,FALSE
9,Freehold,130.9074462,36,referral,9969,OSX,32,5,2,FALSE
9,Seattle,136.9752996,41,website,11351,Other,32,5,3,FALSE
6,New York,153.3701818,42,referral,9694,Windows,19,5,0,FALSE
6,Tulsa,162.0748725,35,email,12577,Windows,26,6,1,FALSE
10,Memphis,110.7584478,47,referral,7363,Windows,15,5,0,FALSE
9,Atlanta,160.9757329,42,referral,7066,Windows,38,5,4,TRUE
6,San Jose,179.9996748,39,website,11777,Windows,21,6,0,FALSE
6,Albany,134.5384028,46,conference,9046,Windows,18,6,0,FALSE
7,San Diego,169.9868792,29,referral,12335,OSX,38,6,4,FALSE
11,Las Vegas,82.58148488,47,referral,6736,OSX,28,8,2,FALSE
6,Memphis,156.6640169,47,website,12090,Windows,12,5,0,FALSE
6,Tulsa,143.2748557,43,website,8732,Windows,25,5,0,FALSE
8,Tulsa,116.632323,41,referral,9122,Windows,29,6,1,TRUE
9,Denver,142.4639317,46,website,10925,Other,22,7,2,FALSE
8,Chicago,132.3689875,33,referral,6821,Other,29,8,0,FALSE
8,Phoenix,110.6964246,45,email,10774,Windows,17,5,0,FALSE
10,Tulsa,81.85064154,39,email,12119,Windows,32,5,3,TRUE
5,Memphis,138.2101811,45,email,6532,Other,15,7,2,FALSE
11,Chicago,91.76831129,39,referral,7307,Windows,28,6,1,FALSE
7,Columbus,157.9886062,50,referral,6780,Windows,11,6,0,FALSE
6,Memphis,80.13755216,46,conference,7533,OSX,20,7,1,FALSE
9,Phoenix,122.5987139,30,referral,7116,Windows,31,7,1,FALSE
6,Columbus,132.2172611,50,conference,10289,OSX,17,5,0,FALSE
6,San Jose,189.4712179,35,website,14177,OSX,31,6,4,FALSE
6,Columbus,119.5602857,47,website,8354,Windows,19,6,1,FALSE
4,Phoenix,193.7517226,36,website,13587,Windows,25,6,0,FALSE
6,Phoenix,111.1058913,41,email,12889,OSX,27,6,0,TRUE
6,Atlanta,92.85874465,43,conference,10155,Windows,26,5,0,FALSE
6,Austin,111.3980907,58,conference,7482,Other,13,5,3,FALSE
9,New York,110.3675054,38,referral,7939,OSX,29,4,1,FALSE
4,Seattle,231.0886295,53,referral,5147,Windows,25,7,4,TRUE
8,Albany,137.2806533,31,email,9337,Windows,36,4,1,FALSE
6,San Diego,154.0399554,49,email,5977,Windows,13,5,1,FALSE
7,Seattle,133.1916648,41,email,6473,Windows,17,7,0,FALSE
8,Tulsa,135.0264077,37,website,10466,Other,24,8,0,FALSE
10,Kansas City,118.9075885,39,website,9621,Windows,35,7,3,FALSE
9,Las Vegas,110.780364,43,email,10454,Windows,25,7,1,TRUE
11,Seattle,111.9797899,34,referral,7590,OSX,41,7,4,FALSE
7,San Jose,150.8174726,45,email,11066,Windows,15,7,0,FALSE
7,Columbus,66.93293202,47,conference,5740,Windows,15,5,4,FALSE
8,Los Angeles,140.0963363,50,email,12568,Other,11,6,0,FALSE
8,Columbus,163.3013925,37,referral,10872,OSX,28,6,0,TRUE
8,Tulsa,133.744354,35,referral,8798,OSX,26,6,0,FALSE
7,Denver,166.0280578,54,email,6162,Other,13,6,0,FALSE
7,Los Angeles,157.4937023,51,website,7297,Windows,24,5,2,TRUE
8,Phoenix,155.8178178,42,conference,14768,OSX,34,5,4,FALSE
6,Denver,108.5037842,47,conference,10197,Windows,20,6,0,FALSE
3,Atlanta,216.2994349,33,email,15795,Other,24,6,0,FALSE
7,Phoenix,175.0708066,31,email,13953,OSX,33,6,3,FALSE
7,Columbus,166.5711579,39,referral,10933,OSX,23,7,1,TRUE
7,Tulsa,153.4870859,47,conference,13648,Windows,19,7,0,FALSE
8,Columbus,141.9885306,42,email,13974,OSX,25,6,0,TRUE
6,Kansas City,166.4409365,51,referral,4647,Windows,32,5,1,TRUE
4,Los Angeles,160.9087316,48,email,9466,Windows,13,5,0,FALSE
9,Columbus,164.0178536,47,referral,13208,OSX,35,5,5,FALSE
7,New York,170.3453067,41,website,8345,Other,22,6,0,TRUE
7,Chicago,205.5362751,44,website,5160,OSX,21,6,2,TRUE
8,Albany,114.0321327,38,referral,7350,Windows,25,6,0,FALSE
9,Boston,108.3477502,50,email,8361,Windows,8,5,0,FALSE
4,Columbus,190.3154526,51,conference,4556,OSX,14,6,3,FALSE
7,Seattle,141.9510677,49,conference,8021,Windows,14,4,0,FALSE
7,Kansas City,151.266545,50,email,11502,Windows,10,5,0,FALSE
9,Freehold,127.0625933,37,email,9898,Other,29,6,0,FALSE
5,Albany,209.6184962,53,referral,7297,Other,26,7,1,TRUE
10,Austin,114.5921782,41,website,9643,Windows,27,6,1,FALSE
7,New York,180.3890986,49,referral,7006,Windows,26,6,3,TRUE
7,Phoenix,118.34453,47,website,9015,Windows,17,5,0,FALSE
8,Phoenix,118.8143192,43,website,8007,Windows,14,7,0,FALSE
6,San Diego,156.3913071,38,conference,8055,Other,25,6,0,FALSE
6,Atlanta,106.3001161,39,conference,6793,Windows,20,7,2,FALSE
8,Chicago,155.2632135,43,website,11384,Windows,22,6,0,FALSE
5,San Diego,176.7785135,49,conference,7649,Other,22,5,0,FALSE
4,Chicago,216.0054727,43,conference,16976,OSX,26,7,2,FALSE
10,Memphis,105.5346896,38,referral,6782,Windows,24,5,0,FALSE
6,New York,128.286865,45,email,8492,Windows,22,6,0,FALSE
8,Austin,146.5563812,37,conference,12144,Windows,26,6,0,FALSE
6,New York,153.5430693,53,conference,5949,Windows,17,5,1,FALSE
4,Seattle,241.1185367,45,website,2679,Windows,22,6,2,FALSE
8,New York,133.3963839,47,website,8952,Windows,25,5,1,TRUE
7,Las Vegas,162.201044,35,website,12213,Other,27,6,2,FALSE
9,Kansas City,190.4146314,39,referral,13686,OSX,14,6,2,TRUE
9,Atlanta,120.4737785,46,email,10581,Windows,20,5,0,FALSE
6,Chicago,147.893966,34,referral,11179,OSX,33,6,2,FALSE
9,Freehold,252.3661767,47,referral,9074,OSX,23,7,1,TRUE
4,Phoenix,160.2213242,44,email,12600,Windows,16,8,0,FALSE
8,Atlanta,99.68030117,48,website,8174,Windows,13,4,0,FALSE
5,Las Vegas,192.501445,51,conference,15456,OSX,22,7,2,FALSE
5,Chicago,132.4326606,42,conference,6352,Windows,23,5,2,FALSE
6,Columbus,168.3650398,41,email,13333,OSX,30,5,1,FALSE
10,Tulsa,97.43588685,42,email,8556,Windows,29,7,1,FALSE
10,Las Vegas,112.0899404,40,referral,8937,Windows,22,4,0,FALSE
6,Columbus,113.2949837,51,email,8253,Other,12,5,0,TRUE
4,Boston,161.4899105,45,referral,11107,Windows,19,5,0,FALSE
9,Boston,227.1962446,42,website,8044,Other,18,7,0,TRUE
7,Albany,178.3070852,53,referral,10705,OSX,22,7,2,TRUE
5,Atlanta,176.1216746,48,conference,4991,Windows,24,6,2,FALSE
8,San Diego,141.8034811,47,website,11513,Other,22,5,0,FALSE
6,Austin,206.8055595,50,conference,7052,OSX,11,7,0,FALSE
8,Chicago,138.1834284,47,referral,11190,Windows,18,6,0,FALSE
7,San Diego,119.8266744,53,website,14799,Windows,22,5,3,TRUE
11,Seattle,116.7402898,44,email,11471,Windows,22,6,2,TRUE
6,Albany,152.6726028,44,conference,6115,Windows,19,7,0,FALSE
9,New York,118.5577496,42,website,10916,OSX,27,5,1,FALSE
6,Tulsa,168.3518455,37,referral,12045,Other,24,5,1,FALSE
5,Los Angeles,109.2499942,45,conference,8933,Other,18,7,1,FALSE
7,Chicago,132.798718,33,referral,10151,Other,33,5,4,FALSE
9,Tulsa,113.2189906,51,email,10675,Windows,17,7,0,FALSE
8,Kansas City,112.1744742,39,email,7899,Windows,21,6,0,FALSE
4,Atlanta,213.9878101,47,email,5246,Windows,22,7,1,FALSE
5,Los Angeles,165.2962164,50,conference,8838,OSX,21,6,0,FALSE
10,Seattle,111.3819761,38,referral,7993,Other,24,7,0,FALSE
7,Seattle,86.46358403,45,conference,9889,Windows,23,6,0,FALSE
9,Seattle,128.9914723,42,email,8992,Other,24,5,2,TRUE
6,New York,123.3352025,46,conference,11725,Windows,26,7,0,FALSE
5,Atlanta,156.5765397,46,email,7874,Other,19,7,0,FALSE
7,Las Vegas,150.5057527,43,email,11974,OSX,25,7,0,TRUE
6,Atlanta,201.3485616,53,conference,2525,OSX,12,5,2,FALSE
10,Atlanta,139.6431677,35,referral,10906,OSX,30,8,3,FALSE
8,Los Angeles,154.6387439,38,website,10744,Windows,23,6,0,FALSE
6,Tulsa,78.32159821,45,conference,7820,Windows,15,6,1,FALSE
7,Seattle,159.2984154,32,referral,10426,Windows,31,6,0,TRUE
6,Los Angeles,175.4433154,49,website,9415,Other,17,6,0,FALSE
4,Chicago,106.6064415,39,conference,10638,Other,22,6,1,FALSE
6,Boston,99.62917326,37,conference,5128,Other,16,7,3,FALSE
11,Austin,61.714412,38,conference,15281,Windows,23,7,5,TRUE
7,Los Angeles,186.9486029,44,referral,11244,OSX,15,6,0,TRUE
7,Chicago,176.9198882,47,email,12764,Other,25,6,1,FALSE
10,Kansas City,111.6442162,46,referral,9449,Other,23,7,0,FALSE
5,New York,128.3063036,46,email,7618,Other,14,7,1,FALSE
8,Seattle,129.7142944,43,website,8580,Other,27,5,3,FALSE
5,Columbus,168.6769953,43,conference,11210,Windows,19,6,0,TRUE
6,Las Vegas,104.1078883,45,email,8040,Windows,18,7,2,FALSE
6,Kansas City,132.233034,43,email,13421,OSX,27,6,0,TRUE
8,Austin,116.4038764,48,referral,8100,OSX,23,6,0,FALSE
8,Phoenix,131.7609727,42,website,7083,Windows,35,6,1,TRUE
7,Atlanta,118.2248474,45,conference,9851,Windows,24,5,0,FALSE
5,San Jose,101.495036,50,email,9289,Other,11,6,1,FALSE
6,Albany,189.8446907,43,referral,7835,OSX,23,6,0,TRUE
9,Denver,127.2503158,33,referral,8649,Windows,30,6,0,FALSE
11,Austin,104.3709651,45,referral,7476,OSX,24,8,1,FALSE
6,Boston,135.0428444,46,conference,7326,Other,18,6,0,TRUE
6,San Diego,163.5710626,47,email,5612,Windows,13,6,0,FALSE
8,Phoenix,184.9809331,48,website,7818,OSX,17,8,2,TRUE
6,Freehold,139.5575893,48,conference,7382,Windows,16,5,1,FALSE
7,New York,158.6579554,40,referral,12184,OSX,24,4,1,TRUE
8,Los Angeles,44.60811126,41,email,12623,Windows,21,6,0,FALSE
7,Phoenix,186.7585237,47,website,5844,Windows,17,6,0,FALSE
6,Chicago,162.9696536,43,conference,12133,Windows,19,4,0,FALSE
8,San Jose,147.1113603,44,website,12100,OSX,23,6,4,TRUE
12,Memphis,85.67048413,46,website,7900,Other,26,7,0,FALSE
6,San Jose,95.39901299,45,website,6979,Windows,21,6,2,FALSE
7,Denver,151.2587962,42,website,10376,OSX,31,5,1,FALSE
8,Denver,100.5030455,45,website,12075,Other,21,8,4,TRUE
9,Columbus,155.0713669,46,email,9694,Other,16,6,3,TRUE
5,Kansas City,111.4479295,47,conference,9408,OSX,13,6,1,FALSE
5,Los Angeles,172.3255323,51,conference,6836,Other,19,7,1,FALSE
4,Boston,137.5525841,48,website,4248,Windows,13,5,5,FALSE
6,Albany,154.057459,36,referral,12452,Other,25,6,1,FALSE
8,Kansas City,131.9340441,44,email,11311,Windows,31,7,2,TRUE
6,Boston,182.8352326,40,email,13873,Windows,24,6,0,FALSE
7,Tulsa,165.6486003,44,email,14266,OSX,24,6,1,FALSE
6,Chicago,111.4380599,41,conference,6079,Windows,23,6,2,FALSE
10,Atlanta,110.9033484,47,email,11220,Windows,18,5,0,FALSE
10,Denver,199.3128525,40,website,8577,Other,35,4,0,TRUE
9,Denver,153.5684929,51,conference,14851,Windows,11,5,2,TRUE
5,Denver,169.7147216,42,website,10913,Windows,14,5,0,FALSE
7,Boston,164.2639812,57,website,12244,Windows,16,6,1,TRUE
8,Las Vegas,118.7953208,37,referral,8168,OSX,26,5,0,FALSE
9,New York,128.2839474,38,referral,7968,Other,25,6,0,FALSE
6,Tulsa,96.55731171,43,conference,7966,Other,12,5,2,FALSE
11,Austin,74.93328112,39,referral,8163,Other,31,8,1,TRUE
5,Phoenix,164.3042532,42,email,12514,Windows,28,7,1,FALSE
5,San Diego,156.7024517,49,conference,6513,OSX,12,7,2,FALSE
5,New York,110.1057384,50,conference,12165,OSX,17,7,0,FALSE
9,Memphis,155.1762478,47,referral,11276,OSX,28,6,3,TRUE
6,Tulsa,142.5911137,47,website,4402,Windows,17,7,2,TRUE
6,Memphis,195.0546086,42,conference,8484,Windows,27,7,0,FALSE
6,Kansas City,123.7771926,56,email,9066,Other,11,6,0,FALSE
6,Austin,155.9745566,50,conference,7046,OSX,11,5,0,FALSE
5,Albany,151.9237726,47,website,6283,Windows,19,7,1,FALSE
6,Kansas City,145.3909762,44,conference,7286,OSX,14,7,0,FALSE
6,New York,178.9661291,38,referral,8366,Windows,19,6,1,TRUE
7,Columbus,152.9396725,43,referral,7100,Windows,20,7,0,FALSE
7,Seattle,117.1036578,44,email,10598,Windows,21,6,0,FALSE
5,Albany,130.744905,39,referral,6883,Other,24,6,0,TRUE
11,Austin,236.9066171,45,website,9161,OSX,17,5,0,TRUE
7,Atlanta,161.586349,44,email,12100,Windows,21,6,0,FALSE
7,Tulsa,143.2706585,40,email,10199,Windows,15,6,0,FALSE
4,New York,119.3342797,43,conference,7251,Other,21,6,2,FALSE
8,Austin,154.5500068,51,website,11160,Windows,16,5,4,TRUE
6,Denver,175.6912512,46,referral,7532,OSX,26,6,3,TRUE
4,Los Angeles,131.217149,49,conference,9493,OSX,15,6,1,FALSE
5,Boston,151.3311969,51,conference,9059,OSX,14,6,0,FALSE
6,Denver,164.6064385,50,referral,7656,Windows,18,7,0,FALSE
6,Seattle,253.3068102,53,email,4276,Other,14,7,0,FALSE
6,Las Vegas,183.3972845,42,email,8360,Windows,23,6,0,FALSE
8,San Diego,110.457385,43,referral,8284,Windows,24,7,0,FALSE
6,Memphis,156.2583015,41,conference,8272,Windows,23,7,0,FALSE
8,Boston,111.2001821,37,email,9009,Windows,33,7,4,TRUE
8,Columbus,174.7104454,44,email,8405,OSX,28,6,0,TRUE
7,Atlanta,175.9077815,50,referral,6013,Other,21,6,2,TRUE
6,San Jose,217.7442838,50,conference,5951,OSX,14,6,0,FALSE
6,San Diego,175.0548852,43,conference,8457,Windows,31,6,0,FALSE
7,New York,120.7353161,34,referral,9873,Windows,32,6,1,FALSE
7,Los Angeles,137.4842277,43,referral,9168,OSX,24,6,1,FALSE
4,Phoenix,198.8468821,40,website,14622,Other,25,6,1,TRUE
9,Seattle,118.1858092,30,referral,7053,OSX,40,5,3,FALSE
3,Atlanta,217.2296271,57,conference,1293,OSX,12,6,5,FALSE
10,Atlanta,102.3660245,41,website,8352,Windows,22,6,0,TRUE
7,Columbus,208.9747023,43,conference,15953,OSX,26,7,2,FALSE
7,Freehold,233.0446088,46,referral,9355,Other,24,6,2,TRUE
10,Atlanta,123.0870673,46,email,12554,Other,19,8,3,TRUE
8,Albany,139.2139466,48,email,11209,Windows,17,6,0,FALSE
8,San Diego,205.1542608,45,email,6686,Other,23,7,0,TRUE
8,Denver,163.5340868,40,website,11184,Other,29,5,1,FALSE
9,Phoenix,137.6958001,40,referral,8653,Other,21,5,0,FALSE
7,New York,140.2429093,52,conference,5489,Windows,15,8,1,FALSE
6,Freehold,87.5505142,49,email,10197,Windows,14,6,1,FALSE
6,San Diego,156.3418105,48,conference,11269,OSX,31,7,0,TRUE
8,Kansas City,149.8213187,54,email,5649,Windows,4,5,1,FALSE
7,Phoenix,151.4442981,38,website,11434,Other,24,7,0,TRUE
7,Denver,123.8351689,49,conference,8269,Other,15,6,0,FALSE
7,San Diego,174.0845056,45,conference,5675,Other,16,6,0,FALSE
4,Atlanta,192.8359215,48,email,3370,Other,20,7,3,FALSE
5,Las Vegas,112.0721769,44,website,8267,Windows,17,5,1,FALSE
7,Columbus,153.4452817,44,email,7319,Windows,16,4,0,FALSE
8,Las Vegas,137.3748724,42,referral,10282,Windows,26,6,1,FALSE
5,Atlanta,128.2376626,51,conference,6472,Other,19,6,4,FALSE
6,Seattle,90.45677583,46,conference,8847,Windows,14,5,1,FALSE
5,San Jose,180.6105651,49,referral,8074,Windows,36,5,2,TRUE
7,Memphis,161.4733807,39,website,9881,Other,21,6,0,TRUE
6,Tulsa,124.6630038,47,referral,7014,Windows,16,6,1,FALSE
8,Austin,148.1320649,47,referral,10728,Windows,33,6,3,TRUE
9,Tulsa,120.5027356,48,referral,8474,Other,19,7,0,FALSE
6,Chicago,211.7556483,46,website,8891,Windows,21,5,0,FALSE
9,Memphis,148.8361771,45,website,12009,OSX,25,7,1,FALSE
7,Los Angeles,88.82358566,39,referral,6738,Windows,15,6,0,FALSE
6,Los Angeles,165.9295323,54,website,5951,Other,13,8,1,FALSE
8,Boston,221.199869,43,referral,11593,OSX,18,7,2,FALSE
5,Tulsa,185.0825454,39,referral,13833,Windows,21,7,4,TRUE
4,San Diego,160.6782583,47,email,5042,Windows,21,6,2,FALSE
8,Boston,137.1066077,35,referral,8712,Other,29,6,0,FALSE
11,Atlanta,211.2010311,45,conference,12445,OSX,25,6,0,TRUE
7,Seattle,204.0829739,52,conference,17088,OSX,17,6,1,FALSE
9,Boston,140.6344505,43,website,10662,Windows,21,5,0,FALSE
7,Albany,154.5546678,54,conference,9423,Other,14,6,0,TRUE
5,Memphis,149.69166,43,website,9729,OSX,19,6,0,TRUE
8,San Diego,128.6536541,39,email,9073,Windows,21,7,0,FALSE
7,Las Vegas,205.7817837,42,email,3934,Windows,16,7,0,FALSE
10,San Diego,93.16059096,37,referral,9222,Windows,34,5,3,FALSE
4,Boston,184.3991042,53,conference,8821,OSX,15,7,0,FALSE
6,Freehold,161.4757259,46,website,14683,OSX,19,6,2,TRUE
8,New York,134.5652288,31,referral,9445,Windows,26,7,0,FALSE
6,Las Vegas,172.1512581,45,website,11926,OSX,22,6,2,FALSE
9,New York,132.4684492,45,email,9939,Windows,19,6,4,TRUE
9,San Jose,77.05888434,44,email,16692,Other,17,6,4,TRUE
8,Chicago,116.0156785,47,email,7830,Windows,21,6,0,FALSE
9,Phoenix,148.7490347,48,website,10081,Windows,31,6,1,TRUE
9,Tulsa,176.395386,35,referral,12756,OSX,31,5,0,TRUE
6,Tulsa,201.2671756,45,email,11824,Windows,14,6,4,TRUE
6,Austin,127.0626349,45,website,7355,Windows,14,6,0,FALSE
7,Las Vegas,113.1683852,45,conference,9687,Other,17,5,0,FALSE
8,Seattle,133.3766221,43,conference,8321,Windows,19,7,0,FALSE
8,New York,196.306872,47,website,9786,OSX,25,3,0,TRUE
7,Los Angeles,210.939931,47,website,12442,Windows,19,6,0,FALSE
7,Denver,158.8967992,44,referral,3710,Windows,21,5,2,FALSE
7,San Diego,146.3060305,43,conference,5649,Windows,14,6,0,FALSE
8,San Diego,139.5971034,45,website,10161,Windows,18,6,0,FALSE
9,Albany,123.7766688,47,email,10100,Windows,25,6,0,FALSE
6,New York,185.7218024,41,website,14612,Windows,21,7,0,FALSE
4,Boston,216.8245677,41,conference,3130,OSX,21,5,1,FALSE
9,San Jose,182.2324555,44,conference,12604,OSX,23,6,1,TRUE
6,Los Angeles,162.4816797,36,website,11958,Windows,27,6,0,FALSE
12,Kansas City,93.80391256,45,referral,8088,OSX,27,7,2,FALSE
6,Memphis,170.2167405,37,website,11162,OSX,21,4,0,FALSE
7,Seattle,185.4077481,40,referral,11408,OSX,30,6,1,FALSE
6,Boston,72.28113216,46,conference,6531,Windows,16,6,3,FALSE
5,New York,159.5521298,51,referral,9805,Windows,22,7,0,FALSE
5,Seattle,169.5651868,42,conference,6337,Windows,23,6,0,TRUE
7,Denver,102.4938584,47,email,10265,Windows,16,6,0,FALSE
6,Austin,181.9748691,45,email,13846,Windows,21,6,1,FALSE
10,Seattle,132.3924225,38,referral,9000,OSX,25,8,1,FALSE
9,Albany,136.076541,46,email,11914,OSX,19,5,3,TRUE
7,Denver,101.855438,45,website,13201,Other,18,5,4,TRUE
8,Memphis,169.6652693,53,website,10970,Windows,19,5,1,FALSE
9,San Jose,150.554437,53,email,14114,OSX,18,6,1,FALSE
9,Seattle,105.4276199,45,referral,8949,Other,22,5,1,FALSE
11,Chicago,105.9009617,44,referral,8245,OSX,25,6,1,FALSE
6,Los Angeles,176.026172,44,website,11837,Other,20,6,0,TRUE
11,Phoenix,227.6165176,43,website,8136,OSX,19,6,0,TRUE
13,Phoenix,65.86617261,37,referral,4211,OSX,28,5,0,FALSE
11,Tulsa,97.26081648,44,website,7757,Windows,20,7,0,FALSE
5,New York,111.7098461,48,conference,7612,OSX,11,5,1,FALSE
9,Kansas City,114.2482582,39,referral,8594,OSX,30,6,1,FALSE
6,Memphis,139.7850692,45,conference,5692,Windows,19,6,2,TRUE
9,Columbus,127.2116845,36,referral,10017,OSX,28,7,1,FALSE
7,Denver,184.5091956,38,referral,9052,OSX,20,7,0,TRUE
9,Albany,106.468142,52,email,8701,Windows,8,7,0,FALSE
6,Denver,117.0286209,49,conference,9591,Windows,18,6,0,FALSE
5,Freehold,133.4566352,44,email,7554,Windows,21,6,1,FALSE
8,Seattle,108.5449618,44,website,8274,Windows,23,6,0,FALSE
10,Los Angeles,102.1554869,35,referral,8231,Other,26,5,0,FALSE
11,Tulsa,106.2947956,44,conference,9088,Windows,26,6,1,TRUE
7,San Jose,160.9178625,37,email,13789,OSX,28,5,2,FALSE
6,Las Vegas,176.1151651,40,email,13345,Other,25,6,1,FALSE
8,Las Vegas,118.7942003,39,website,9390,Windows,22,6,0,FALSE
7,Columbus,138.2181963,45,referral,7932,Windows,16,8,0,FALSE
4,Kansas City,199.0367239,56,referral,11151,Windows,26,5,2,TRUE
7,San Jose,171.320252,56,referral,12892,Windows,14,8,3,FALSE
5,San Diego,91.81275606,43,email,7276,Windows,19,6,3,FALSE
6,San Diego,159.7853618,40,conference,8723,Windows,22,5,0,FALSE
7,Austin,140.6392972,46,conference,7331,Windows,15,6,0,FALSE
7,San Jose,96.88955974,44,conference,6726,Windows,20,6,1,FALSE
8,New York,208.6043574,51,email,9200,OSX,28,7,0,TRUE
5,Seattle,156.4502015,50,email,9386,Windows,24,6,0,FALSE
8,Austin,115.0758742,41,website,9061,Windows,18,6,0,FALSE
10,Los Angeles,208.419203,49,email,11269,OSX,26,6,0,TRUE
11,San Jose,107.9754532,51,website,10971,Windows,22,5,2,TRUE
6,Atlanta,192.2857173,50,conference,4239,OSX,9,6,0,FALSE
9,Tulsa,123.2977755,46,website,9381,Other,26,5,1,FALSE
8,Kansas City,174.593997,40,email,11036,Other,24,6,0,TRUE
7,Austin,142.4024113,48,email,6085,Windows,13,7,0,FALSE
7,Tulsa,148.7563622,45,email,9382,Windows,18,5,0,FALSE
12,Tulsa,54.97460919,44,referral,5048,Windows,27,7,1,FALSE
7,Kansas City,155.5617717,48,email,12117,Windows,15,7,0,FALSE
5,Boston,173.0094823,47,email,8930,OSX,12,7,0,FALSE
7,San Diego,173.1248629,45,conference,8628,Windows,26,7,0,TRUE
7,Austin,177.3909587,44,conference,14194,Windows,18,7,0,FALSE
6,New York,193.4819675,49,website,7371,Windows,15,7,0,TRUE
6,Denver,143.2122368,36,referral,11079,Other,36,7,4,FALSE
8,Kansas City,138.8953132,43,email,11304,Windows,24,6,0,FALSE
5,Los Angeles,135.1401364,45,conference,5199,Windows,20,7,3,FALSE
7,Albany,126.1945318,45,referral,6215,Windows,20,5,1,FALSE
5,Austin,156.274874,45,conference,5899,Other,18,7,1,FALSE
11,Austin,48.24266944,37,referral,4649,Windows,20,6,0,FALSE
6,Freehold,98.64042298,52,conference,9120,Other,13,6,1,FALSE
5,Las Vegas,56.14473867,51,conference,9034,Other,17,6,4,FALSE
5,San Diego,163.2603322,48,conference,9106,OSX,19,7,0,FALSE
8,Albany,153.3238157,39,website,9904,OSX,27,6,4,TRUE
5,Los Angeles,105.7905068,48,email,8668,Windows,18,6,1,FALSE
10,Albany,68.90743971,46,referral,4678,Windows,11,5,0,FALSE
7,Chicago,150.6854036,41,referral,11423,OSX,28,5,3,FALSE
10,Kansas City,77.50131765,40,referral,5400,Windows,27,4,1,FALSE
9,Seattle,138.3370036,52,referral,10407,Windows,13,6,0,FALSE
9,Freehold,114.0486503,39,referral,9563,Windows,30,6,1,FALSE
7,Kansas City,145.6439073,31,referral,9565,Windows,27,6,0,FALSE
8,Los Angeles,177.0496204,44,website,9211,Windows,28,5,3,TRUE
8,Atlanta,138.9806151,35,website,8037,Windows,29,6,1,FALSE
8,Austin,184.6628454,41,email,12008,Other,25,7,1,TRUE
6,Tulsa,157.7103103,48,conference,2885,Other,13,5,2,FALSE
5,Tulsa,200.6200183,43,email,2208,Windows,19,7,2,FALSE
7,Columbus,111.8989079,51,referral,11035,Windows,38,4,2,TRUE
8,Columbus,133.0770159,33,referral,7209,Other,23,7,0,FALSE
5,Chicago,96.98080449,48,conference,10958,Other,18,8,1,FALSE
8,Memphis,108.1149429,46,website,11662,Windows,19,8,0,FALSE
7,Atlanta,111.0986877,48,conference,7434,Windows,18,6,1,FALSE
5,San Diego,161.5901215,40,website,12157,OSX,27,7,2,FALSE
8,Austin,66.13069347,44,email,9672,Windows,15,5,0,FALSE
10,Freehold,177.1068575,40,email,12177,Other,32,6,0,TRUE
8,San Diego,139.749451,42,conference,13076,OSX,31,6,0,TRUE
11,Albany,108.3685318,44,website,9929,OSX,25,5,1,FALSE
8,Columbus,213.0648664,42,referral,9374,OSX,27,6,0,TRUE
